Mass,RT,SXT-col-12h+13c6-phe-1,SXT-col-12h+13c6-phe-2,SXT-col-12h+13c6-phe-3,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3
342.092,2.02,175590.8873,257424.9214,165548.2879,324871.1489,182254.1965,364634.1426
434.2423,13.51,1,1,1,1,1,1
310.1804,13.66,1,1,1,1568593.738,1,1076076.291
603.3936,4.9,1131749.775,1114904.737,1197351.875,1708963.873,1407978.443,1643637.308
435.0687,3.56,141876.8487,73938.51006,134806.7372,202859.7794,151634.1078,182460.6568
406.0363,1.24,1,13366.63605,98121.18594,4782.285096,14878.57688,12048.02164
942.648,5.78,1159278.575,1089933.814,944741.8422,1533957.302,1528783.652,1458308.759
480.0717,4.44,10221480.18,10266192.33,10217322.07,7074091.672,8378136.151,7455029.083
490.2299,14.24,573776.5004,792019.7319,1022353.015,1,1,548283.6969
548.1828,14.88,1,1,231741.0848,109322.7961,1,100740.2844
545.1031,6.31,999924.1359,948159.2573,1039209.154,1053846.792,1067672.815,930674.9396
239.0867,2.02,1823330.919,1249302.91,1834282.1,1571.517772,560.4832974,1800.184104
899.5272,13.13,9153.295167,4553.247939,1,1481457.963,1012889.576,1233429.715
384.1965,17.6,1220515.899,1170205.509,1431400.952,948185.6383,1001078.116,1132451.959
504.2851,21.25,228057.6803,402221.9864,644947.4401,175717.4335,36067.4049,400359.4312
462.2377,11.18,98754.9198,139259.8912,123754.6452,136116.2768,51705.16496,191010.8542
418.2119,11.76,158589.7476,165676.304,269156.8539,426864.0598,589986.1579,582873.2728
662.1449,4.34,921423.2946,951492.0599,757631.0048,1236564.032,1175718.232,1147702.839
1000.8169,16.43,1,1,1,1,1,1
425.0957,3.15,490126.1844,657251.9018,401361.9286,716323.9973,840138.2505,771653.9974
180.0787,2.94,564687.4528,649085.0606,706876.5772,1015803.27,1000478.111,997211.0345
324.1422,2.78,463444.2657,514237.2756,300650.6463,471483.6576,807958.1383,694176.5085
467.2652,11.06,2796.133565,1,5178.798912,1,15029.36776,1
893.5386,19.49,2918366.161,1219545.273,3158609.094,2241451.063,990362.3823,1409155.911
300.2672,16.39,441894.7158,517755.6598,505710.5942,869403.128,581750.4521,749209.4043
825.5515,19.51,8220600.782,1,1,5511838.621,2846315.3,2117932.642
307.0833,5.07,195730.1119,269915.3201,277093.9989,190706.4946,147684.8988,155549.7252
447.2928,13.28,1029205.647,1344802.463,1696912.719,761847.8744,1,1
159.9863,0.82,1376641.911,1237613.172,1351426.617,1224775.98,1114265.414,1163219.976
983.549,12.3,545157.8951,700683.096,632181.5972,1379079.011,657214.6294,1033314.822
196.0587,0.97,255254.8425,288535.0026,264519.9545,293380.4412,301986.708,291777.797
896.4633,14.43,1,1,1,1,1,1
165.0793,2.06,1073322.168,1134382.104,1106586.652,720186.3028,577835.0024,654181.6432
131.0586,0.99,361172.1421,436449.5466,121518.5952,256214.1658,403425.4805,329652.6905
534.2491,4.8,253946.4004,263453.6845,262059.2717,1,1,1
135.9019,21.31,1181767.048,1259491.285,326866.8014,750117.6569,1216183.924,736315.879
802.3078,6.74,172591.2243,158926.4993,157587.9474,1,1,1
506.2312,12.32,11341.37965,14327.89867,15183.88545,1,1,1
698.241,2.91,183735.4954,234689.3291,270251.0592,465612.7084,466973.1297,472673.4277
180.0424,2.85,177532.054,192134.3172,214004.8941,117801.036,149468.0333,138593.7687
445.1675,2.04,1176514.754,1238920.524,1251882.98,1,1,1
546.1359,4.57,1257767.262,35979.46387,1400223.943,1376254.749,1427513.235,1392156.693
732.2346,5.83,28306.5692,27463.41926,36543.58984,1,1,1
459.1594,8.27,837867.5068,979959.2974,817220.6236,919075.2245,902462.7291,841361.0061
174.0163,1.25,437765.1323,159313.2956,265418.488,301262.1459,142889.6157,223343.2964
486.0377,2.09,251355.5844,162765.0488,225581.4198,370351.7923,330731.0901,406199.4502
410.2423,14.23,1,1,1,1,1,1
582.2168,13.51,1223024.918,299742.8604,506778.4443,1097066.989,1126074.551,1145813.213
219.1108,2.21,625837.8093,669908.8635,631741.8114,625155.6843,615169.9595,618529.6265
348.1058,3.54,1066526.619,957934.1361,969452.6015,1000201.545,849637.9376,879316.2603
381.1055,6.55,449829.4149,604121.6783,629109.1795,933110.0422,910764.6997,954602.9572
299.1097,3.69,384897.4636,461646.0684,457136.4623,1,1,1
390.072,3.28,260669.0199,278194.6483,260677.9579,450801.272,565337.2933,516081.0862
558.2033,6.79,113605.0015,98811.26244,103663.1291,3128.149725,5146.630114,3700.153299
404.1317,3.47,196931.2297,203552.4435,196669.3025,125254.0308,158206.925,145316.46
342.0948,2.77,166118.0855,190828.0343,267753.3638,311253.3679,530375.9699,409742.7397
516.0482,2.99,1136284.836,971711.7568,990811.7433,463119.1705,829937.2966,863783.4724
292.2035,12.66,81465.6578,108916.5932,81940.94061,131120.0563,108613.6891,95228.52925
516.2455,16.37,158809.9712,140070.1616,173642.8215,453297.4129,570170.909,557071.1085
478.1189,4.56,887358.6535,235938.2851,521770.7515,941342.0631,1,850079.8611
552.2668,14.41,1,1,1,1397490.53,1,591943.6811
113.9442,6.85,410051.443,611992.8665,582458.2366,1464267.394,1061023.285,1269275.174
982.4533,13.36,1025352.868,1295535.947,1534766.934,490767.7498,417064.1651,1248747.033
402.1158,2.9,342963.8704,339600.6603,335623.4168,533513.7493,507276.1319,524992.3274
963.1541,3.06,840459.5955,936622.6075,953804.9985,768495.0646,597756.6748,663955.4059
371.0767,6.55,578603.9904,757837.5337,667032.2639,1060593.229,944499.68,996148.4875
162.9763,2.09,1411361.993,1230067.094,1976355.775,1727367.626,686286.2207,1612305.128
175.0483,1.33,215986.5401,301422.1196,78541.32059,192609.2626,281813.9883,216614.8995
421.2575,10.65,1058326.643,1089212.413,728211.1891,686341.6797,852496.1054,784473.2038
170.0479,8.61,398558.0408,448237.1776,428791.7821,496074.7998,1211158.89,824876.6641
481.1115,6.36,716895.0909,773815.1642,731555.645,689723.2743,572586.7374,610884.677
509.106,2.76,309828.9666,379295.3664,418173.7646,270280.4154,226829.3166,278009.4931
449.083,4.41,838508.3137,849610.4518,830709.2723,657027.0509,614829.3357,636105.7708
400.1078,2.59,424639.3212,484108.2524,514296.1212,1,1,13175.73107
862.4882,13.6,5872.214316,23196.91059,8247.190743,35691.55009,27878.57335,39330.86269
776.2515,5.6,408365.0373,686841.3072,488596.8162,488531.0927,654466.7182,422320.9007
384.1282,2.93,283324.997,294280.3006,264210.7319,1,3928.104133,1
590.1624,6.03,812616.5956,999886.552,942048.2279,1336167.28,1166297.435,1277120.536
616.1718,4.58,140438.9996,168030.429,145302.5637,1,18627.04927,10013.92807
637.1395,8.22,294272.4463,544796.738,432386.4765,714924.8406,694655.3395,723974.4958
446.2419,14.2,66110.03111,69555.99401,88238.88627,556868.7856,433628.4438,753258.4575
465.2847,12.54,4420.211087,18865.10331,16555.93646,33566.81956,22669.69087,33101.37273
576.0382,4.42,507801.3155,496465.3819,536317.2518,205448.2726,309936.4898,254596.5954
148.0374,1.38,47211.83396,67584.69965,70036.67115,42215.11952,48830.57438,43293.90493
552.1832,7.04,738334.5011,936444.0368,814709.5468,767476.2714,1039184.799,907311.9363
561.0985,6.06,485931.6916,592023.3777,607826.8435,463911.661,521037.2563,514128.4256
469.2798,11.82,1,1,1,2095.500299,9721.872923,5773.283023
170.0671,4.53,1034614.599,1269909.324,1251891.015,1094.637158,1,683.6140228
655.1722,2.09,218363.1951,245970.9699,296239.1911,1982.493589,12936.49678,1
762.231,3.9,224853.0344,231296.2681,228313.0532,9941.057481,19558.61756,11813.07765
460.2581,14.19,1338698.699,1176966.282,809420.9302,491221.3299,54368.19035,499226.9207
300.0847,2.42,749283.9913,917209.8703,939464.6997,941547.1641,997046.6457,966823.96
1080.638,11.62,518945.6583,655060.6441,529858.995,1117481.637,408949.218,784859.4549
432.2556,12.68,63360.30418,47647.80772,35222.22866,316281.3601,542281.5646,444801.7836
306.0951,2.35,1925888.17,1388030.278,2033486.334,779784.7376,675578.7556,678435.2145
858.2547,6.79,2600895.585,1520227.262,1591477.018,1216202.565,1548581.591,1441971.301
461.1386,4.1,1179839.081,1241043.839,1022853.308,1141224.627,997454.0933,1044221.076
1078.2481,4.38,173587.2399,189393.99,201702.6714,1,1,1123.37932
648.1667,4.67,286339.2397,348623.0287,291074.5832,215741.3422,494955.2461,393940.2099
827.2468,4.04,408046.0363,573748.6039,568124.5862,1164796.119,946396.9488,1007772.087
500.0528,3.75,733742.9307,712011.3756,654318.9975,773777.205,851774.4679,806588.5963
244.0606,6.55,323041.7973,440100.9553,463005.5534,818765.4366,727634.4945,725271.1124
365.0082,12.53,58708.57609,121706.9667,137633.7378,1053057.356,539065.6178,814022.4872
198.0624,3.27,124063.4099,139707.6564,131848.9887,1,1,1
436.2579,15.71,102984.2733,191943.965,376673.4476,1256271.609,807789.3214,1051501.818
631.3098,11.63,1059534.763,1146397.514,1023678.406,1203422.52,962137.7794,1152153.761
561.0978,3.07,1688065.531,1742539.357,1,1783697.635,1554662.615,1639425.619
777.5597,18.91,1027354.62,1110979.849,965748.5004,937956.2228,855566.6375,770550.3482
454.1197,5.25,155849.1859,244546.6138,244289.5483,1,1,1
484.1306,5.37,160015.3668,163753.878,141435.2132,1,48242.18535,50169.44551
294.2189,13.27,273453.6418,291971.6533,146888.2732,134469.3993,82409.3035,108802.0116
347.9341,2.24,180957.0692,273263.5041,295648.1921,439441.1091,332000.2184,384914.2944
858.2562,5.33,802034.4203,1018918.238,942946.9709,1003022.236,1123910.775,1067137.652
284.0891,3.81,823620.0109,868748.0648,860089.257,1099193.016,872202.6829,985103.5132
896.5757,14.48,1,1,1,1,169518.4635,115446.2003
270.2189,14.15,42721.10875,40887.6883,23403.39106,65823.70855,29396.21944,49502.49091
192.0423,4.25,86492.97869,96700.49951,62719.18338,100251.3082,169935.9269,126327.6264
567.1565,14.63,1,1,1,610918.9705,1249396.366,1256200.996
908.478,13.5,432.2134296,2244.080357,12830.65993,1,1,1
485.1478,7.1,250249.1774,238219.1392,242820.6221,1,1,1
278.2618,12.99,1,1,1,1,1274309.294,941201.8597
616.1729,3.44,183877.11,235493.744,210587.2157,1,1,1
166.048,0.97,751783.0136,783235.2386,391726.7355,1126920.375,1167046.052,414221.5135
407.0823,2.03,55592.7121,121014.141,40136.06144,576516.2155,862098.3923,712385.6837
270.2193,12.36,1,1,1,1,1,1
208.0372,2.85,130203.2848,148531.7648,174620.9154,96637.59463,110148.8152,111471.9274
622.4437,19.65,835346.631,1006509.21,1104634.576,774829.0585,875359.1408,798768.9036
854.4692,12.98,1,1,1,840323.412,1033747.33,1116992.445
354.0948,3.28,89911.32561,90575.72186,77541.74639,186484.1555,251856.3043,235863.8503
844.5361,13.67,1,1,1,1,1,1
474.1315,12.71,473633.6843,789053.2119,1021089.136,1,1222594.764,1
194.0578,2.9,246201.2317,310521.4196,344082.8977,477502.0584,462115.3382,468847.1159
116.0111,1.2,477625.3393,805950.5965,606979.001,430749.1753,412492.6017,417403.1152
319.2712,10.74,12345.49067,1,1,11578.46517,2101.396304,7356.749574
440.2559,13.69,1,1,1,2871544.281,2345939.264,2832515.295
180.0631,5.07,411776.6194,402071.1258,407901.798,340441.6799,427362.8906,367271.9184
535.3444,12.79,254638.6938,514634.1127,283022.1349,810861.217,1172013.525,1004067.218
496.2794,13.93,2033.377104,1686.10758,1,1,1,1
564.224,3.85,364112.6902,245309.9735,209284.7054,1,1,1
362.1306,2.9,76443.81992,118101.739,110946.5496,14882.64485,1,5758.218534
122.0366,3.81,802818.0981,841914.2479,806876.0188,1083090.932,836942.7983,957114.5459
480.113,6.35,276094.0984,360528.5589,174788.3321,294807.0792,248705.0076,278828.5582
558.2171,14.07,1,1,1,509954.2266,659615.5526,599958.2559
972.5216,11.57,645460.231,736531.8167,711259.0972,1099626.89,731519.5626,1000377.254
1050.5721,17.96,668960.424,696096.085,722759.4021,632641.9982,607654.217,550582.6005
278.2245,11.58,539630.705,602239.0434,553794.9181,920147.2482,591325.7596,795960.8088
302.1725,13.65,462050.3283,144851.3572,141159.7801,934379.4897,879767.7631,900050.7476
546.1612,8.45,86643.55065,121604.8869,110887.9307,98155.68064,78643.64693,94404.78324
113.9929,3.27,341204.8983,289337.0113,247581.1466,489919.6162,631036.8767,571731.232
250.1053,2.16,707972.957,925940.6558,721467.6321,371362.6706,322678.1677,385049.9784
504.2203,15.69,689816.4704,254107.3918,237667.1873,1227308.202,1192837.033,1182126.178
482.2631,13.85,983768.2743,1019022.877,988507.1291,2010639.458,927890.7526,1409865.146
164.0474,2.85,148040.8487,143209.0846,171298.2053,82596.10542,127142.7141,106082.4828
408.2273,13.15,228459.219,451994.2554,640810.1286,1,1,1
139.0636,2.31,944238.6706,1150140.238,1074430.818,1069173.676,1072553.832,1107956.523
892.4284,13.05,1,1,1,1,941448.0381,886599.0996
418.1088,2.82,155076.6845,141792.8714,125492.3128,226512.1823,257393.0945,188201.2769
824.1975,3.4,508589.481,600566.0697,643791.2803,947816.1302,987758.968,1004159.612
279.0803,4.65,164104.8833,232444.2426,197698.2434,1,1,1
858.4953,14.39,1,1,1,1,229780.3698,1
280.2401,12.3,508629.7661,546265.5053,570473.3203,865388.0758,618684.2445,765527.4434
505.3165,12.34,560350.7122,664381.1168,635467.5073,353686.1959,617253.8001,824929.567
478.1101,5.36,1,1,1,1,1,1
552.2666,14.65,1066313.086,1098740.937,1000958.342,1,1,1
422.2888,14.2,180336.3804,238766.2431,362638.6666,350853.426,427825.5004,428487.5213
405.1121,1.13,655391.2594,618755.7115,221083.1054,506107.5884,210194.2198,232701.205
278.1298,3.66,745388.3792,915961.3275,787695.2704,899194.5224,909031.8924,913556.927
452.0769,5.88,352052.7824,366635.8763,370880.3995,483596.3411,405081.9278,425724.4425
328.225,7.94,214791.9627,280042.0908,223519.2318,418041.8977,288797.1207,355308.5415
448.2957,13.05,1,1,1,579088.3849,664742.6659,396120.4809
858.255,6.74,2600743.264,967586.8389,952948.6579,936324.7006,1200398.415,995040.4507
484.1357,4.57,920635.3693,935698.8359,817725.1516,857581.1765,1029043.065,1038283.468
838.188,6.33,68441.20514,137270.5988,66408.26813,126730.8731,193547.9408,173496.7284
570.203,7.09,169112.5349,195131.4505,222438.8099,1,1,1
226.0685,5.07,400628.1394,385642.7892,370909.3352,311540.972,395300.1666,359570.3635
316.0795,2.42,64538.57575,64595.19302,45233.42646,101470.5201,282829.2335,198603.5067
329.0655,8.44,96837.41342,135177.7077,135424.9136,116308.8487,96170.78315,104643.8809
548.1516,5.09,1,6218.482466,12690.78571,300500.8294,162247.2068,173881.0519
400.158,1.71,845412.6933,1031454.777,779178.384,862121.4964,698255.9479,859250.7237
440.1526,2.82,434541.6095,576796.3032,397162.1397,405487.9402,326103.3823,370215.5215
574.2126,12.18,1,1,1,1412.573744,3066.983358,1
692.18,3.54,653815.5731,531196.5637,526969.5901,559211.7385,418441.2936,479141.6749
417.1271,4.52,669232.0236,702295.0589,633503.766,923724.8124,650710.3735,783328.2481
385.257,3.68,442420.5167,319901.7934,632380.052,905539.9038,490861.6493,667489.9742
582.2172,13.53,1222460.652,1646495.067,28772.61922,1104674.036,1136240.229,1151436.472
130.0268,1.25,85582.41641,132316.4144,218411.7383,120872.4118,200724.3062,306528.0747
777.5596,19.19,758084.6569,859063.6565,736740.368,677025.8027,612967.9675,522151.0435
918.5161,13.79,1,1,20496.7853,49485.37061,24435.99505,36653.13082
396.2271,12.96,1,1,1,1,1,1
163.9472,0.91,574351.5639,443505.4934,605733.0329,542173.5153,538781.545,532915.4543
760.2567,6.8,318115.0492,355671.1207,407222.6768,319625.0085,419829.7772,419406.7664
417.0908,3.27,204898.3147,157345.771,212664.0351,337259.9608,395343.7724,354615.8835
432.2748,12.67,1,177484.6854,145183.4904,1,52283.18852,1
910.4925,14.22,1,1,1,1,1,1
1084.6693,12.34,435351.3664,551296.0596,455245.7591,908732.0934,378568.9513,662799.6854
362.1307,3.61,255901.4401,240672.3365,249692.6339,9163.792845,4861.158208,10275.54132
633.3246,12.35,882614.6156,969835.3721,856248.8862,999297.4313,842446.6126,964159.4013
494.2358,7.16,586922.976,926292.7818,796445.0106,960651.1246,766947.5373,889579.7915
698.382,12.67,53921.56046,110597.373,159290.0534,919985.1371,413885.8906,634771.5309
298.1266,1.91,140542.1783,147893.7346,136628.628,146359.5556,112432.0934,124621.0208
410.3176,17.52,62784.17615,4072.829646,8532.330395,927631.0893,740252.5985,1023878.667
976.5523,12.29,670742.9686,764702.8907,750124.8233,953714.4214,784917.2217,936472.7601
522.1671,13.66,1,1,1,1,1,1
472.1191,3.82,495840.3444,480558.1087,479506.3176,388451.3878,479410.8357,434736.0151
375.1216,8.5,820581.9163,563746.2004,48368.4001,143219.0229,104129.6263,117617.0403
513.1312,7.5,377834.182,424075.6316,344018.4673,532784.4657,559951.6797,607711.4643
634.103,5.11,476118.0025,580483.2127,532841.4377,478033.4933,501232.706,519328.0366
894.5561,12.97,1,1,1,1,602266.8572,1
729.1594,2.56,93345.62125,129471.1665,122484.4474,126211.2598,130667.9744,137071.2295
298.1256,3.04,369050.2853,447775.9984,445204.2003,1,1,1
502.0711,2.06,21229.0714,57892.9833,28448.86607,179349.0191,197749.6662,183574.0526
830.2444,3.82,124408.8587,121480.5688,122348.4692,81249.12139,123892.4543,107937.1655
383.121,5.98,606391.6327,759746.2288,823003.1604,845980.3459,654379.5932,781242.982
438.2095,5.33,757444.1404,787871.3655,757443.8297,239173.6509,143830.747,246984.2916
454.1234,4.91,172668.9689,127579.0835,105664.2871,41595.62827,110230.4296,89748.62793
663.2005,2.08,177548.0766,198772.8672,190166.5801,1,1,1
464.0938,4.79,58718.49126,100311.7399,102731.654,141791.9379,115674.7666,126548.2002
422.2421,16.36,1,1,1,17547.79967,80779.65246,31994.17528
428.1891,3.48,819744.4494,746246.3525,782857.9989,727316.8621,676400.372,702037.8549
560.3193,12.43,215589.7182,302796.3142,303932.6459,967582.5864,820953.8403,864284.933
307.0836,1.23,779185.5909,703538.5659,564872.98,565488.2443,609218.7597,591206.015
610.1515,4.57,419618.7725,572382.4419,696793.0498,736245.5408,642229.879,767667.9174
440.0944,4.25,6843.333866,8264.067749,1,6560.378303,14429.3044,15478.24019
330.1459,4.8,247938.3357,250121.4525,285026.2508,341431.2767,383661.7811,372250.7338
539.3219,11.88,520778.8713,645274.1546,559784.1493,1011101.103,482844.1581,748029.6019
496.1055,3.09,212996.8163,184065.5654,211351.9343,180079.1489,114109.8617,160910.9963
584.1828,4.75,279256.7497,264043.9058,276300.4667,71619.94293,97528.84508,82534.83486
594.1576,3.8,538030.3278,541337.8297,653489.3781,619163.6815,676810.8814,650331.6254
459.1595,8.43,424321.7041,485630.6169,281206.8065,535217.9602,473052.1966,458661.3103
343.0665,6.56,251479.4145,380660.7555,410595.3859,746511.1555,676201.2284,706107.1985
988.2205,3.1,116454.4776,155462.8561,161440.0105,58997.70908,119648.9347,139722.3585
491.1313,7.34,610600.2545,663346.127,603670.4837,604676.9691,601439.3355,563735.6922
1053.7313,5.95,741010.4506,592865.1541,431798.0132,1028404.844,1032486.963,1025931.565
535.2521,10.93,1,1,1,1,1,1
948.0779,2.72,446755.4336,620967.0734,641257.0004,404558.2734,444149.7119,398045.42
354.2072,14.55,1,1,1,754702.1503,1,596864.3607
278.2239,14.95,617735.1846,794207.8096,419569.4074,571683.8462,489405.9314,539164.0126
564.2233,6.79,83101.31648,72177.56028,56065.43927,1,1,1
482.0703,4.43,650416.4655,618878.2965,637522.8064,411094.5244,508434.7932,452616.5437
386.3143,11.07,1,1,1,716.0896863,1,365.5214233
442.1687,2.82,677180.5393,798382.1936,651761.8459,681146.5654,609202.7174,648254.4666
478.1469,4.84,1,1,1,122454.3709,106963.4488,108226.2823
547.083,2.41,223498.5337,234138.2254,268174.1063,203899.5589,152495.8898,202553.7478
164.1199,15.3,130283.8979,315188.8748,140780.0415,476800.0244,522480.2209,515240.5387
330.2406,8.49,188224.4898,201437.4331,159229.76,311269.5229,223081.6812,267082.8592
982.4537,13.36,1025769.664,1295776.471,1534910.896,490881.8358,420370.8829,1249906.194
491.1315,6.47,56356.28747,111999.2848,150647.1763,887461.1343,828813.4646,851827.4819
926.2435,5.23,438536.525,531737.9065,465139.2281,518375.4225,511454.7181,535596.3027
270.2191,16.34,418009.5341,432105.0892,420536.5719,259722.1649,225642.178,302065.9011
115.9964,0.82,803368.6066,727979.3458,798657.9114,735988.3225,674671.1791,691999.8458
966.4448,12.14,1,1,824.4531158,1,1,1
374.1191,2.81,365372.3937,337343.8082,357413.3841,385928.0547,479275.5008,433871.1222
594.1568,5.02,151016.243,198017.46,234016.4429,188799.2138,254687.6979,275355.7145
154.003,13.81,346699.0469,665927.4711,910205.7952,1,1,1
432.2277,12.59,242604.8106,364156.5739,615363.6657,44049054.07,1,39009893.4
550.2524,12.65,24723.75723,26898.82343,24095.09326,1487.770442,2270.23847,6825.933785
979.4386,14.51,1,1,1,1,776345.6834,833994.8666
608.0934,3.95,161457.4783,332200.1839,241436.9359,101497.478,297122.1617,1
354.1527,1.71,694274.9763,821126.2876,509837.3696,714876.9593,696124.3642,681113.6344
623.1238,7.6,77703.4861,103806.2191,116214.2712,221889.1981,212738.0458,209900.1489
520.1931,4.85,555056.8685,626255.1167,627212.6425,748770.5045,647256.5101,727635.5403
175.9636,0.82,26562.69457,296485.8214,1,418159.4753,417105.7078,477442.2455
866.4674,14.07,1,1,1,170609.0316,475714.2433,340445.6581
578.2393,4.77,191037.103,211222.6082,189202.1939,1,1,1
568.202,12.73,492230.3255,704026.0702,880309.2308,794363.383,579639.3894,722596.1814
507.1261,3.84,268129.8229,311026.0909,294247.04,311330.8853,258993.9307,297779.6695
