Mass,RT,SXT-col-12h+13c6-phe-1,SXT-col-12h+13c6-phe-2,SXT-col-12h+13c6-phe-3,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3
311.9766,1.24,1,13670.06054,106347.7569,12075.87795,31570.26434,8582.848801
1035.5363,5.56,146764.5899,133119.9553,120432.7033,219517.0131,208678.1163,217924.6574
314.2458,10.32,174572.1084,2569.851775,4947.86761,127891.4529,111258.4581,116377.1357
174.053,1.68,34284.77807,106292.0731,48738.50989,56552.03141,69430.56461,40977.94691
301.0795,1.93,41865.76693,49656.77656,64495.21115,56256.43065,65116.95145,47005.85831
566.0551,1.09,112318.2104,205821.6101,96838.5243,169105.7419,131837.2314,44141.23168
536.2827,8.4,1,2577.059276,1,1,1,1
504.2637,12.01,17837.88551,28227.5382,15628.21936,69940.91258,24246.81233,52332.63316
410.2069,10.5,1,1,1,1,1,1
131.9363,21.26,275261.6564,129554.8551,72685.18137,74254.40027,115630.969,150488.2529
320.0744,2.07,125512.6346,117621.7633,126860.9438,149959.6963,136014.0051,132219.3378
892.1848,3.4,104852.2266,99090.7751,108184.176,193350.352,194182.8343,183115.6216
686.2207,3.34,47735.7494,56192.61335,48645.1288,1,1,1
352.1778,2.82,41334.6417,54422.97134,45899.26308,54681.94264,62678.09962,56205.47098
578.1815,2.03,67104.58177,45167.23771,40110.24046,3973.175997,1,1
952.4366,13.78,1,63083.47369,85462.02785,190045.2343,156191.7821,169329.4244
475.1537,4.89,191754.5258,186701.1997,1,89251.45696,118541.5415,99104.91027
504.1746,2.04,56440.11747,60577.69637,16471.55918,115626.749,127940.0156,129741.2187
381.0029,7.73,61513.37446,67528.65521,85260.91762,177576.4351,90811.86988,144129.7953
266.2238,13.53,1,1,1,1,1,1
515.1778,4.04,45062.24972,53629.19862,42708.16298,61805.6216,69273.42932,66899.6249
332.1108,2.15,71914.69452,31627.95774,49690.37283,48685.00122,67485.82405,50876.21202
344.2193,15.81,134054.5486,150475.2647,134476.09,121803.8605,116288.886,112779.5392
786.2763,2.79,64772.76467,81839.67557,57882.5235,51251.80672,55614.02037,53431.68879
736.2871,3.55,21216.46092,18733.61003,33865.79048,11445.07663,1,1
376.0998,3.37,167754.8338,158588.2028,153744.5459,171992.7234,155409.4898,140243.7778
638.1926,5.27,72067.25555,84132.74356,90625.24769,1,1,297.5698168
620.0439,1.25,6157.270369,1360.820937,13457.52248,10503.25555,13293.16808,6227.326211
647.433,16.47,75746.47422,33435.3731,41175.00893,58871.86023,72544.63244,88988.46256
306.1391,2.37,169544.2288,213802.8666,200299.547,54439.44539,42675.24971,98112.51666
873.1558,3.07,149115.6194,156572.807,116881.8401,148702.5818,144479.6003,119099.0788
960.2863,6.35,21928.10813,99739.17007,110815.3264,48702.52892,44244.92032,62097.70236
854.2086,3.75,27198.72651,44943.87609,18580.94532,31113.54119,46138.22621,37806.17174
277.0064,0.98,232280.0232,157175.7115,167452.2719,218459.8038,178468.2225,212274.9672
725.2577,2.02,97129.67981,104712.1781,51503.63921,1,1,1
576.1268,2.8,219083.6438,209057.816,211227.7061,210349.0961,180877.1967,193924.8215
492.1478,3.86,107980.8485,86500.29454,78865.12213,84850.00611,1,1
390.1311,3.97,23716.86593,1,66645.77372,71785.92145,97625.33499,96949.35017
156.068,7.37,8956.637316,6724.379446,9082.499849,26238.23963,30705.29951,27019.37474
397.1232,14.95,19739.59467,25026.2335,68307.23415,145169.9389,142146.4528,162138.9054
180.0634,1.99,183652.3472,164216.6091,170322.9456,1,1,1
251.0748,4.64,247979.6385,271915.6466,218355.2822,179251.0176,223083.0213,147944.4162
376.0619,1.43,1,9675.376237,21160.03045,11547.71388,10123.79477,8701.659882
767.5311,19.19,192150.2846,201268.0311,249002.9812,222015.5244,135693.3097,168836.2181
227.1249,5.79,16737.73466,16595.96116,18146.49729,1,1,1
618.1337,4.53,206863.4538,213783.1362,216259.1978,201232.2425,218016.3394,200322.674
928.096,2.72,126350.6998,132572.9203,144117.4573,104370.1982,83233.76606,103297.8486
799.1639,3.69,76810.99056,91879.29733,99237.14391,67007.3367,63197.74127,65426.43265
150.0318,2.76,64344.77654,60455.81411,62105.83827,46914.70352,70516.78174,63714.27569
563.0966,3.02,1,1,1,1,1,346855.9253
348.1508,4.88,23597.07406,38954.91331,37661.02588,1,1,1
350.0929,5.75,181306.97,102626.3467,36840.26579,41658.25323,35343.36012,38717.18741
855.3816,15.68,78816.69817,35002.86774,37019.1058,185110.9296,194819.4383,194609.3727
492.1619,7.08,143984.2049,154909.7625,81609.60558,122766.2417,182354.448,178924.5834
323.2094,9.57,81018.59222,88360.78698,75957.42728,126350.8648,118233.328,121215.9991
162.0528,2.06,84763.36972,159218.207,101621.0268,1,1,10861.90886
360.1031,2.19,77023.67705,80941.55876,47430.66188,88840.47245,85161.5601,61590.06148
480.1531,9.15,2292.971421,1,10773.70781,29467.04786,17972.95248,22387.21134
452.2526,12.92,1,1,1,1,1,1
450.2095,5.11,150324.4994,187539.8328,150412.6741,175029.8347,136410.2218,150117.4543
784.2043,4.24,53994.10717,44465.94113,42498.68589,43992.13721,53201.43697,48004.77916
1085.6881,15.31,161775.4751,128873.9498,233370.9276,152723.7852,122266.5899,137343.9784
605.2273,11.57,164401.6985,158848.5734,207896.3406,219652.4932,193909.7233,199028.0319
481.3157,14.6,121400.3131,155227.5487,137298.5526,25845.60622,11711.748,8069.849873
513.2057,2.17,121977.209,156055.3135,101842.0931,102310.2864,81976.00688,87784.39485
668.1651,4.29,57263.71218,50406.23933,62413.96145,1,1,1
351.0469,5.06,43267.23303,43797.95067,55839.68161,43920.94618,32792.06527,39848.57029
341.1035,8.2,41059.66883,39757.30762,50655.12862,174314.4953,171806.648,178053.9663
272.2694,15.2,41090.2696,40425.80663,40975.19553,41096.78147,17419.36576,33789.71886
302.0612,1.41,155729.5108,153432.604,141503.9924,92698.15305,90868.31768,90721.85824
474.1689,10.07,24351.61176,88928.27336,13404.8097,102093.9042,119899.1908,253232.4807
381.1059,3.15,918060.1593,1082554.054,691499.5237,1281191.374,1476697.963,1377624.103
664.2758,3.8,33894.75614,36378.19932,35181.38921,1,1,1
404.0685,2.22,50702.23802,49386.28065,46436.78678,65812.72585,56264.18753,64015.45017
462.1728,4.65,190261.0602,254756.3444,178647.3428,201205.0332,192895.9669,135044.0189
410.2295,13.17,90022.31146,92572.933,103553.3865,1,20615.16115,8864.036911
908.418,12.69,50034.0405,99967.74042,133335.553,234804.5172,184738.5397,213096.1064
342.1113,5.11,140219.9783,150631.7164,155670.0497,141346.8552,145187.2166,129551.6956
283.0549,17.04,1,11619.47424,4275.639609,146185.4837,158585.2499,192776.5027
1030.2538,3.83,86308.2637,68733.79174,91181.7279,82090.93811,125369.9161,121400.726
501.9272,0.79,209954.4299,147981.8285,221738.1957,147354.0376,101646.6328,120951.8807
332.1107,1.9,100531.5288,64494.17374,64143.50493,93632.08506,111981.5325,113708.9488
1008.2675,3.1,58263.39511,68890.86954,72623.79037,52905.64148,53404.99583,49496.01734
168.0419,3.29,181478.6336,207388.6982,188103.8391,192987.8592,212442.0013,206724.546
858.198,21.1,1,1,1,81130.33462,179326.5848,157038.868
582.5326,16.37,135732.7116,145933.2277,144983.4328,191047.4591,201213.4739,185195.6507
353.1403,14.05,32332.07875,59567.07402,19031.99024,111802.2259,106555.0572,110418.1984
453.3295,13.13,2219897.046,2624931.304,2528846.501,881531.6024,468380.4043,706164.8604
746.2409,5.63,60597.69687,79832.54253,61720.01909,69814.87003,93438.04558,84523.9169
129.967,0.85,202850.0617,177500.9246,174872.4214,187094.4726,211834.8113,196756.0652
432.1421,6.76,77263.59035,88296.63355,86780.7409,72820.77231,95059.6152,121310.0417
560.3189,12.66,79606.85991,106967.9923,120634.0616,93258.29598,65541.12255,49113.8169
205.035,2.31,192202.8166,185578.7666,209299.2526,167121.8664,213180.351,206762.4874
494.0821,3.1,9686.74627,17120.78275,28490.30458,36931.73136,46619.48917,29247.08999
362.1704,10.4,52729.94504,41901.90012,51994.57367,175944.1476,161322.651,158449.3721
357.1062,1.51,152958.4353,110553.1263,107832.3572,126604.7129,103507.7773,126831.9155
1086.3039,3.63,151393.7049,150671.9496,160925.2353,178851.9465,160000.4033,176385.6702
740.1097,4,119953.4772,141588.6173,110877.869,59138.86833,161642.536,184026.0057
486.1917,5.44,37002.84483,48583.88054,49008.11092,1,1,1
382.2384,12.58,1,177252.8359,167088.9106,1,1,1
362.0612,1.44,118481.3234,128365.9846,103979.2383,182212.0291,151365.9294,171477.919
310.2141,12.25,28796.38556,32585.07648,21214.58325,11737.27239,1,1
1000.8162,16.94,1,1,1,1,1,1
692.1545,4.37,12064.59008,1,1,155168.2831,63467.46306,90670.07972
474.0775,2.85,25483.1305,17263.80562,21699.40348,17676.21614,15340.34957,12125.82239
508.1567,4.62,179696.1773,200424.8504,167618.0715,185494.2361,168576.1846,178787.0305
980.1723,2.41,12319.29514,17023.55711,18689.3074,13120.60607,9826.796026,9212.889297
230.0308,0.87,98560.5665,94081.66509,88637.03833,94450.55312,83449.43236,89531.94972
208.855,21.38,106515.0176,106701.9578,108567.046,92541.74197,87253.38304,55590.84633
378.0874,5.11,26676.5059,26206.6679,33214.77533,76994.05529,94768.18791,81310.39841
448.1408,10.13,90081.80945,49741.49676,40934.37725,164566.3103,176222.8653,164020.8163
516.344,14.47,44319.98274,33134.03961,35053.38795,39618.76272,1986.405713,18802.76114
556.1701,4.77,51558.37463,38589.71363,60938.34336,58793.59989,69886.42622,28145.27862
338.1493,13.65,79407.11753,29241.1788,27693.11474,179062.0102,161889.3882,172025.301
833.2669,4.04,47270.82858,50742.10057,55895.83722,1,1,1
958.4532,13.82,82963.66117,185257.0642,287434.4722,1,1,1
820.4938,18.87,1,1,1,1,1,1
543.0565,5.48,57300.65221,69455.06563,66723.90823,39028.3428,37746.51739,39892.07487
133.0529,2.03,26839.0185,33242.89441,12736.13863,74090.37851,123862.8939,110013.0331
147.9738,0.91,122152.8897,81137.98383,76377.37518,76277.40681,58855.00318,85927.98368
1008.2029,6.07,54688.39404,73600.91109,85754.24856,50560.53688,62066.19911,55265.48447
556.2018,12.72,41210.88449,1,21566.86025,1,22249.89878,1
522.1731,3.78,53762.10821,40749.37278,59827.02353,67566.86896,74016.04444,78679.43218
527.1468,8.44,118872.5541,133958.8752,65371.1848,148186.0161,162301.4378,140281.9996
580.1428,4.65,14468.32648,25606.89492,10689.76784,3340.056461,1,5939.217636
594.1367,10.55,109677.8308,112520.9849,95512.3448,230102.7379,225156.9618,205109.921
504.1828,4.89,63104.64682,66851.04567,77958.51896,52309.22151,50263.56598,43803.6132
688.2409,14.38,1,1,1,226067.4356,27168.18234,83359.47009
930.4033,4.91,28588.29852,31905.90783,30367.29342,9272.68862,19747.20368,13847.54756
1080.634,5.77,140557.7091,116200.3471,104941.1753,197074.7882,213962.686,216949.5793
726.1997,4.1,113403.5678,83437.53382,107100.6761,113670.5637,273882.9962,158916.1319
958.2016,3.74,1,127746.028,107324.5323,133926.4343,188072.9579,172406.0957
368.0717,2.43,1,1,1,1,1,65742.58927
581.3317,13.65,147341.9245,174963.3725,163873.5813,207963.4408,160192.5546,202744.2239
838.1847,3.66,103041.938,176571.5984,151208.9191,203296.2355,230778.7014,210819.3923
414.1383,3.16,33989.18637,38879.38691,38037.77925,1,1,1
326.1912,16.38,76770.41977,31604.40113,23741.99283,64391.94903,44998.65441,51002.4648
362.0847,2.64,170005.1197,190750.4211,184283.0079,167513.4781,176889.001,173665.6281
161.0477,9.6,22426.99069,28545.43005,21371.74345,68787.49843,68974.71324,72039.37833
976.406,12.72,63978.52245,143944.1631,189318.6911,158985.1517,161122.2933,288278.0614
260.0199,4.43,110772.9973,110735.3433,105093.8418,72740.11168,89592.40541,69061.15764
573.1691,2.39,160750.5598,179079.2131,177410.0752,197203.6497,205996.9924,209252.6191
398.2333,14.49,1,1,1,1,1,1
294.2193,12.17,52323.80315,57739.57347,1,68965.59334,53512.48356,58847.06359
1082.2329,3.54,138726.0491,113329.4219,106504.1004,122576.8064,101567.3199,105895.7767
347.09,7.58,44879.37653,56420.64843,75001.07552,148761.7458,138836.887,132048.6016
899.5236,12.92,1,1,1,1,1,1
461.1383,3.96,180955.9593,191593.4663,116436.8802,122952.1075,124384.8492,146898.7513
240.0274,1.09,9051.064176,9391.017631,17889.62839,12117.02294,16080.15299,20823.34501
559.1187,7.34,146486.3077,153902.7709,143294.4034,137809.719,135375.0069,133473.0752
782.2379,5.87,85142.18558,106897.7889,107175.9968,129261.7849,126515.8807,126873.8859
470.1994,4.13,129662.9177,98484.68869,104561.4814,122044.6793,109144.0516,87574.57911
648.2258,3.28,38642.65682,52850.58911,13527.62019,88787.10855,116049.7096,100759.3022
326.1908,15.81,125127.7449,88675.52184,42590.50297,75454.41458,47310.74681,57104.0984
1831.0636,13.04,1,1,1,150850.7968,218751.4232,138461.0139
607.3093,11.87,122815.8757,152399.6457,134893.9614,213402.2237,112104.3395,164557.3581
298.2503,14.33,1,1,1,1,1,1
992.179,6.4,154384.6144,245307.9725,237158.7909,219017.224,212219.6192,197853.5408
324.2267,16.38,103890.1796,138397.295,140563.5773,183814.8356,179648.2184,203128.8623
747.2573,3.55,92744.29214,96737.81541,77002.71643,170707.8947,176497.2824,178757.2463
688.1829,2.83,120659.0352,129807.394,130348.878,94400.3952,90234.27638,93500.38966
375.0505,4.11,153668.7203,134223.8703,143904.3947,160248.3059,168298.0222,126285.8004
398.2277,8.49,56333.41422,60750.74504,59997.45111,105111.7835,75351.26348,79528.09734
463.2696,11.93,104727.6362,169088.4585,152396.1446,82625.22643,55814.11682,61065.95402
240.0377,8.94,1,1,1,1,1,1
700.2719,5.92,96109.47916,81077.48218,73516.95694,96616.72273,125130.8206,106163.881
918.2606,3.85,71481.90928,52987.08785,48307.41577,37083.13218,43412.75032,34354.62728
762.2303,4.07,1,1,1,1,1,1
771.1979,6.85,1,1,1,16528.97893,11728.98071,9247.337192
480.1156,3.72,1,1,1,1,74821.14738,1
688.1575,3.86,152330.0733,122249.5127,134451.9239,167062.0413,177596.2725,190237.5158
314.2457,11.03,1,1,1,52202.9364,84590.0261,59277.68365
844.5751,14.27,145080.7562,207640.0634,1,1,1,1
918.5604,14.95,1,1,285258.2317,619082.1807,22576.21165,569039.4822
806.1718,5.13,17302.87182,15596.76556,12144.05322,28510.95898,20794.40943,23895.17044
589.2594,13.12,183666.0971,224647.2632,218984.9291,1263.344741,1,1
1062.341,4.25,149708.4759,121493.0609,197624.6895,162101.2749,114447.3784,126180.9362
886.4957,12.89,8823.050182,3519.056212,1,1,1,1
728.2515,3.39,100594.6339,103787.4874,102087.9383,184104.1766,169524.8502,176352.7657
640.1627,3.54,134163.5321,155305.8151,165043.583,202884.6094,184934.4461,193131.9695
530.159,4.65,3313.970341,36474.85421,17413.72644,1,39283.22012,913.0356982
725.2814,4.63,35422.14424,40348.17615,32698.40008,1,1,1
479.1244,2.41,1,1950.168218,1,1527.719615,1,1
430.2014,15.81,177138.6877,109107.6811,121285.8051,55698.10751,62234.44862,79200.54661
543.1198,2.17,121756.0408,149148.5524,165138.2307,142484.5923,122898.0136,124056.9106
650.2044,13.42,1,1,1,1,1,1
292.1157,2.81,78678.67573,50785.95419,72331.59169,68700.25828,81639.4337,81782.33502
155.0699,0.85,75410.13906,89802.38324,97279.08151,134141.0468,106042.973,124307.9044
641.1583,4.75,58235.36337,54100.13877,54263.76155,37949.76896,58923.28415,63514.18819
161.9838,0.82,199038.6513,177285.2245,194870.9786,178657.2999,166966.6863,172552.8611
1076.1907,3.11,122958.6972,150139.2515,150092.1802,128160.5137,115316.4367,134059.0634
730.621,17.92,257509.498,188060.768,57746.66105,263767.2398,62624.6353,251347.9425
646.183,3.54,48736.72351,49742.09171,53575.2719,10464.34274,1,1
792.5531,5.28,115000.728,101768.4881,92839.86709,218071.3852,219732.9243,221960.5649
272.0555,7.25,1,1,1,195197.4901,1,91781.27974
720.0794,4.41,150887.8468,163435.8724,170087.8406,156221.957,165087.2235,186030.1686
607.2429,12.29,154842.8632,173776.0374,198590.927,190653.4029,180713.5983,211791.5139
145.0526,6.55,40729.66476,82857.56192,80179.96544,107599.7697,130746.9016,115738.4793
523.1519,4.14,4451.575161,18512.87306,12933.65639,47041.55408,1,9457.595398
382.1831,4.57,171333.0118,155683.3277,160836.5974,146857.2349,121570.87,129138.9976
532.2335,5.34,15721.09608,30379.15253,10667.18461,1,18773.31811,100293.1282
334.116,3.2,124027.6657,136199.8052,144492.1752,167616.3301,136332.565,144639.5592
274.0689,2.07,171926.8326,160750.9372,185476.4717,84883.59474,52940.76315,146191.7476
1000.8167,16.72,1,1,1,1,1,1
182.0675,3.62,41840.80039,40220.95724,40149.32708,1,1,1
798.1738,3.64,128853.4505,107062.1072,131865.6711,145092.9995,152184.0204,126215.2557
476.1282,12.72,105567.4798,164355.5633,223064.1843,1,270821.1874,1
700.1845,3.52,18856.82404,22145.48895,26839.82394,33740.60156,17475.41175,35853.07719
478.2299,14.37,1,1,1,1,21084.33659,7968.007503
520.2792,11.7,78729.60306,43695.7201,84303.43042,102577.9605,179790.9289,129009.9341
625.1666,3.87,18170.59366,32522.091,92724.59969,1,1,1
546.1366,3.48,1,29470.44415,1,34316.23739,53794.94514,58152.70877
529.0644,2.09,17371.4037,26040.86468,26766.79458,1048.991014,1,350.4306618
846.1383,2.72,102411.3067,114663.1686,153317.9355,98869.37656,95733.45434,95338.68405
928.4701,5.28,135122.5314,118415.8337,107321.6818,197197.276,216310.4756,194012.0061
305.9988,1.2,16948.51128,15793.87917,19590.9504,5706.769162,6253.965729,7036.345639
709.1998,2.52,71669.36752,62775.46882,42130.13414,44970.44643,54691.88758,43443.15128
479.0795,6.37,144426.1854,112016.9595,163597.5203,144619.5302,103065.8854,28891.29944
180.0645,4.91,34660.1363,33425.75887,1,1,1,1
719.4357,14.25,213600.347,120471.154,54761.18078,127143.4846,109680.2085,138376.4858
406.1027,8.52,109877.4714,175397.5681,148869.8126,149754.8066,115859.4156,136688.9596
790.359,11.46,62965.9663,74780.67899,77555.60518,212988.9067,177927.2416,202047.0188
375.2286,3.75,369232.2243,316718.8967,520760.4994,594691.2454,437117.5199,547350.2101
240.2086,12.9,1,1,1,1,1,1
628.3928,16.4,137015.36,132123.2061,118397.1461,158755.3769,159373.6737,173980.3715
1044.3313,3.86,114764.7096,92729.09721,109801.413,106161.797,106492.2542,104732.0091
226.2292,13.5,1,1,1,1,1,1
694.3404,10.34,66684.85321,81861.17869,73567.11476,211651.8883,155884.0216,190673.6732
565.1021,2.17,132052.7819,144683.1363,144433.5808,132455.6838,99498.29717,114286.9821
492.0855,2.91,83482.88063,76274.26764,80313.77006,109570.2185,108755.4824,103096.23
756.2246,5.72,40125.54612,48965.90073,52147.85185,39714.68473,49040.93375,40885.34016
422.1935,7.39,14992.90235,11603.92156,4871.899851,50616.2791,8028.309753,29342.19062
456.2198,5.49,150001.1158,177636.8804,177835.2785,73402.12546,81759.17661,61900.56168
486.1918,5.14,49220.7007,45483.86197,56197.59115,1,1,1
426.2383,12.18,1,1,1,22926.18783,1,57162.79912
284.2344,15.34,1744.128323,1507.371727,13694.65754,24181.93016,41860.77908,36153.35155
680.257,2.07,168156.769,176833.7161,171332.3351,1,1,1
588.1802,4.85,122385.1231,148144.1193,131511.8202,126742.7576,128517.0873,135272.9596
191.0584,7.99,1,1,1,31714.79014,92746.79021,59719.47716
188.0687,2.62,75910.19367,119063.3716,100058.3984,103968.2104,90687.97759,102832.3286
1066.2467,4.46,111616.4832,115411.9224,128746.823,1,1,1
118.0268,1.08,5806.631651,4355.901664,12802.11649,1,6088.798468,7016.639162
684.1598,3.44,51517.67539,53570.75813,49522.46993,1,1,1
292.2037,14.58,130242.6771,123213.5325,153338.6844,80162.64168,36551.89442,54242.64665
402.2474,3.75,376833.622,337231.9187,537292.3942,692806.1462,462793.8845,583575.0044
791.5868,5.56,120286.2391,107014.4829,94708.66097,215750.8051,191310.9282,212005.7997
874.4356,12.69,43635.22323,73705.4094,87458.81631,137125.2492,240947.2823,175516.7156
168.0424,2.13,64903.05511,87536.31364,71414.65205,78233.04626,93301.71025,77516.96019
182.945,1.11,183822.9654,138696.6504,158743.8824,104092.7266,113095.5213,190336.8331
235.0876,3.1,20671.29728,44184.93622,45769.80803,43040.62902,33331.1878,39794.90355
496.2026,5.04,72413.18752,65338.7522,85097.55501,59668.40313,42260.15234,53264.99854
907.1964,3.05,54003.4496,64856.90931,76105.22314,1,1,1
253.971,1.2,102857.332,100890.8716,100188.1373,43701.44988,53846.9025,49095.20646
357.0989,4.17,166152.5116,168447.3046,151485.3113,68361.57866,92745.21254,63074.61666
512.2743,12.63,28429.70364,39673.27844,20574.11318,62454.02501,89975.51902,76009.57202
324.1321,1.74,2725.830747,14782.2802,7768.725607,31650.2369,49153.02044,33829.1711
518.3005,11.9,13773.15238,7465.280967,1,53468.40942,97204.07515,111397.176
674.2001,7.17,129950.7167,175379.5326,146257.0748,193979.0754,164319.3687,177242.7844
975.4068,13.12,1,1,1,393449.0705,2483.594603,7096.890026
1009.5617,13.18,1,1518.412283,54194.38939,203645.9175,145791.8159,179091.6902
467.3141,14.2,1,1,11981.91524,5613.484064,4760.558018,5935.098133
978.4799,14.19,1,1,1,1,1,1
1092.2139,4.56,51961.00461,44498.18482,36262.90797,1,1,1
500.1358,4.06,79609.03549,88999.98522,82892.08941,134642.1555,132654.4612,152450.6704
506.3077,13.84,120001.4927,118766.7648,110792.0184,181964.7777,129307.5681,148979.9488
492.2006,13.8,98129.19266,155392.3339,170322.0701,2337.51566,147866.9646,204862.7684
418.1601,3.48,73466.55609,59649.94087,121312.646,116158.4853,28966.10915,46383.89103
528.3067,15.84,8303.715904,3715.911902,4061.320751,193941.4733,157352.1719,171800.1413
460.1551,7.64,33116.92633,59806.87205,58862.18458,59142.25273,35768.50949,46330.09363
126.0776,3.35,89786.69536,108068.8775,94751.07464,1,1,1
880.3357,4.08,52822.85085,69666.64487,87385.47298,111230.3452,139629.7459,92435.00501
493.1398,4.11,171621.7088,172117.432,130723.9136,233848.3195,193272.1753,217403.2086
284.1769,13.84,45748.4958,90072.20447,32022.89451,152058.3224,166463.0593,161114.4835
392.1042,3.05,1,1,11564.06172,1,1,1
541.3373,12.89,102637.7207,118237.4023,98879.74589,202735.304,108571.0717,160745.0666
384.1085,2.75,3929.363883,3127.719658,14774.49303,23313.89058,29811.4708,49783.88113
468.1242,5.28,17593.28964,9674.218622,12312.19924,10512.62729,1,1
310.1782,10.83,4020.242244,1,1,155830.6357,76326.09874,117809.1261
830.2437,3.4,83043.35408,71720.40568,83979.86855,9008.649708,14147.61659,7418.298797
360.191,12.56,25635.32128,30447.2298,15161.22693,25747.85983,21694.73155,23675.95597
625.2481,2,174426.6286,169286.4935,164869.8312,1,1,1
1076.7391,6.01,122318.5841,99752.59509,89847.82032,126731.9648,160896.6692,143012.9068
560.1349,3.87,179953.2479,166704.2319,154144.624,168661.6847,156080.9613,169088.4464
170.0478,3.22,31118.58659,30112.6039,19212.7004,14262.75276,24229.41919,20844.35241
1044.2001,6.32,155153.8323,159269.4582,150348.0644,144186.3692,160617.808,147463.3162
870.2972,5.23,14021.42035,17993.29686,16791.81885,1,1,1
518.2176,4.86,47130.61568,41278.14034,56383.56003,1,1,887.0472859
503.0556,3.57,17779.5304,5793.489016,11916.42568,26311.30269,21343.50809,36131.17023
580.1777,5.45,116601.9848,120906.22,133212.1994,156407.4942,184532.5411,159230.4395
682.2465,4.1,94020.68142,103673.7661,69761.51274,163619.9365,166710.9594,97516.78019
543.0745,10.88,152217.7811,170618.3579,190004.4998,118292.7046,110558.3166,138291.9584
752.5062,18.63,1,1839.201543,1,1,1,1
550.3413,14.2,10321.70115,5670.552811,4341.781074,33771.13315,30429.77423,45706.84536
718.2823,5.13,94146.81845,90242.30341,1,70069.59322,109501.4867,82294.56219
317.7855,21.39,139445.4651,137089.2539,154711.911,112907.5235,127064.4421,131496.4033
210.0563,1.36,116215.3068,122915.102,114528.952,97203.05915,103353.6272,119609.1961
545.1535,6.45,117241.266,149138.2157,173961.9733,51947.70817,160146.6931,147979.2379
1021.5989,13.31,30712.54819,94498.76276,107826.2643,174250.4896,97016.26578,149919.5324
856.1269,3.05,193290.3531,175257.0023,156129.2452,172507.9638,129241.9655,148403.1917
760.2566,7.09,42875.93955,65372.69037,119343.1122,97665.74743,187487.0939,165036.3671
700.1591,5.27,56132.71941,72676.18122,85695.0363,57657.93408,72999.44303,64480.85929
681.0767,6.48,174248.3886,140383.8608,139026.0899,121550.0261,128857.1826,122219.1655
453.0882,2.01,9908.315166,10413.76431,16247.58276,114816.0266,134480.9969,108820.4634
474.0583,5.89,48958.81713,55247.94972,59163.59225,76950.53,76749.48736,60872.51376
654.3077,16.71,1,1,1,69718.44506,298742.1424,282867.0144
437.0485,3.54,153708.6112,147150.1282,139244.6592,151200.1678,146741.4506,142440.7695
168.0286,0.95,50295.16527,44019.79583,39149.69281,14646.50412,63648.98258,39250.105
560.1917,5.17,1,1,1,1,1,1
298.1598,13.07,108704.9614,130430.1673,125334.7489,154622.5542,124198.3309,127917.651
368.0726,3.54,81183.03396,73632.42761,75763.99331,68212.31878,47504.0345,64550.32193
756.2234,6.42,24645.5667,27894.81763,15506.4178,14567.25691,29730.57907,34778.09496
728.2516,3.9,54004.69978,33139.09908,29302.2804,33077.90218,42203.01856,49215.87787
792.1862,3.4,106814.6042,118546.6302,120166.8443,154970.7504,180521.055,172114.1443
672.1451,4.69,1,31787.94376,27848.55036,30964.34789,19179.75117,34510.38565
916.6038,17.56,99707.73168,109517.1006,103447.4667,177298.539,173390.7882,173035.2481
415.1606,9.6,10314.36473,20959.36211,32445.85646,47083.12838,101426.1505,76710.49496
566.1993,5.34,483080.6869,581512.2328,145666.1241,427328.9988,613878.0866,510939.6167
766.4731,14.51,1,1,2115.602154,26608.95995,2165.263519,24160.10157
337.0443,6.45,62880.13639,185028.5977,185608.7938,189741.2431,179160.0251,166732.1436
427.0313,1.24,2200.818039,5082.952115,21168.81895,2260.443881,3163.048044,1386.032291
602.2435,14.31,1,1,1,1,2303.080199,1
663.4278,16.48,130722.0394,80257.67241,84124.75427,60662.27782,85703.90145,70751.45941
550.1105,10.52,111543.015,84729.80554,89841.75011,209081.2105,180064.6128,196385.0508
462.238,11.72,2244.242538,1,16725.55695,17857.19811,33415.71229,29183.64358
580.009,4.44,103029.2069,103945.7306,107040.7441,68911.18631,77835.45106,78657.71375
486.2598,11.43,12748.54197,18747.93062,10937.53097,41832.50866,55147.69344,44308.18042
564.2243,7.08,8044.912245,1,1,1461.312839,1882.451389,4825.862728
516.3595,15.99,13919.43364,32073.3863,16377.77769,40136.15288,26461.91956,41706.35482
356.1107,3.94,76313.66782,73118.49544,63622.97948,11628.37648,34759.50712,34178.36571
567.1614,14.22,1,1,1,1,1,1
390.079,2.81,111043.0363,81537.58924,75251.09924,68504.24774,84430.44274,53735.70648
404.196,11.32,45162.35905,81651.90704,103532.6724,226126.3521,141585.5674,188234.3473
518.141,4.58,55312.91246,131936.6505,124496.3647,146342.8515,155924.6418,79878.49294
1027.6699,13.19,8647.680776,10964.84136,1,200889.4487,106458.0498,150626.0293
168.088,3.43,80082.45802,22861.41682,85917.05258,1,1,1
500.3702,16.49,51411.56492,62036.17285,55181.98962,45853.51438,45824.19615,45029.48997
716.2156,3,40375.9741,46194.6078,50483.43228,69037.87026,71688.16819,64707.91565
854.6422,5.54,153296.6957,158188.7843,151863.5469,175272.2238,161426.3142,179336.7915
164.972,2.16,113137.0552,200939.4684,167381.6264,1,1,1
558.208,15.69,67370.00585,21908.21076,19938.72969,216660.3432,175251.5451,207464.5009
