leixing,Mass,RT,SXT-col-12h+13c6-phe-1,SXT-col-12h+13c6-phe-2,SXT-col-12h+13c6-phe-3,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3
1.0,334.1506,5.04,30924.71272,30038.31459,20685.11815,1.0,1.0,1.0
0.0,328.1306,5.04,33041.48744,38871.18346,25145.47565,23241.42544,42812.79522,34893.17551
1.0,430.1861,6.17,37815.52553,47537.05191,52920.9897,1.0,1.0,1829.02124
0.0,424.1664,6.16,15168.25586,1.0,8424.019731,14258.95231,11632.26258,15118.87998
1.0,740.2228,2.91,9268.941343,10059.14877,11585.03344,1077.785658,489.4994058,1.0
0.0,734.2035,2.9,50186.53733,23366.35382,37170.20565,50457.42388,50489.42225,66202.51045
1.0,528.1149,4.68,15347.08891,15154.52013,9376.267295,667.0433933,1.0,1167.125838
0.0,522.0946,4.68,35255.99471,31741.64898,31462.86219,48444.442,42423.75547,36775.55526
1.0,480.1717,5.44,12087.16537,8809.582232,1.0,1.0,1.0,1.0
0.0,474.1513,5.45,41398.09567,39040.3616,35487.11083,46626.23181,42963.99448,42445.47127
1.0,396.1506,4.83,36330.13688,37665.5964,37792.21907,1.0,1.0,1.0
0.0,390.1309,4.84,197317.1788,266615.3273,248374.9019,242561.3057,215495.1732,260849.0911
1.0,590.2295,3.66,26770.12397,31442.31657,36393.94204,1.0,1.0,1.0
0.0,584.2101,3.66,210593.5174,191351.1163,232975.4658,136586.6972,198326.311,278332.7509
1.0,590.2295,3.66,26770.12397,31442.31657,36393.94204,1.0,1.0,1.0
0.0,584.2096,3.66,144344.6661,190486.5861,229386.066,212315.9827,181558.3318,278305.6567
1.0,458.0974,5.89,16153.56483,13799.37867,12561.09172,1.0,1.0,1.0
0.0,452.0769,5.88,352052.7824,366635.8763,370880.3995,483596.3411,405081.9278,425724.4425
1.0,664.2033,4.8,18287.41804,17172.92257,19029.60218,1.0,1.0,1.0
0.0,658.1833,4.8,110819.4017,95396.41644,112122.9514,92642.22483,110389.5036,121844.3732
1.0,726.1645,5.64,7009.731249,6350.623093,12980.0244,1.0,1.0,1.0
0.0,720.1441,5.64,38957.10325,35010.1059,32683.21603,32427.73256,29470.13102,31335.25331
1.0,364.1459,3.39,15619.27081,22216.29393,18268.54551,1.0,1.0,1.0
0.0,358.126,3.38,33729.61372,22675.65637,40727.50502,61646.77239,54317.92976,58177.85752
1.0,594.2007,4.85,1.0,15683.79825,1.0,1.0,1.0,1.0
0.0,588.1802,4.85,122385.1231,148144.1193,131511.8202,126742.7576,128517.0873,135272.9596
1.0,775.239,7.17,6984.240521,10480.68034,9465.596627,873.2528215,1.0,1.0
0.0,769.2199,7.17,63100.0803,154413.1931,146226.1041,203822.0637,182213.8512,193110.6926
1.0,439.143,3.34,6121.810421,10442.29884,4781.914041,1.0,1.0,1.0
0.0,433.1229,3.34,37337.47043,43083.83737,41784.82438,41986.01243,30725.34796,35772.29501
1.0,1090.3431,4.25,19948.94423,18073.64109,20731.813,1.0,1.0,1.0
0.0,1084.3232,4.25,75575.65147,74126.466,99792.38394,78153.75891,66975.89453,61751.25817
1.0,1896.5896,3.64,33211.66952,49038.90403,30329.9358,1.0,1.0,1.0
0.0,1890.5701,3.64,62204.99553,59223.90959,53526.74433,90362.52766,92586.93031,91269.67849
1.0,1050.3494,3.87,26000.56161,20146.67935,19098.17859,1.0,1.0,1.0
0.0,1044.3296,3.86,80389.18561,59626.14541,89352.21395,89496.48658,97464.04797,91238.34411
1.0,334.1505,4.85,9361.382785,12274.37882,6442.213152,1.0,1.0,1.0
0.0,328.1307,4.85,95605.68597,85270.25594,89304.13796,106966.0297,110455.0412,100814.3246
1.0,304.1399,4.87,17405.50993,11995.05577,14301.92719,1.0,1.0,1.0
0.0,298.1195,4.87,25205.02666,25070.3387,23023.69804,13360.71804,21499.0052,10365.16115
1.0,572.2185,5.35,1.0,1.0,47468.45567,1.0,1.0,1.0
0.0,566.1991,5.34,485600.117,569552.6853,220393.033,512441.3823,615193.9687,386391.9319
1.0,572.2185,5.35,1.0,1.0,47468.45567,1.0,1.0,1.0
0.0,566.1993,5.34,483080.6869,581512.2328,145666.1241,427328.9988,613878.0866,510939.6167
1.0,882.2103,4.25,14622.81303,19055.57576,18850.86418,1.0,2421.196972,1.0
0.0,876.1901,4.26,74320.40007,82213.63504,83138.75294,98363.5619,94215.95946,102362.9907
1.0,346.1506,5.33,6077.770423,7278.507522,8576.977952,1.0,1.0,1.0
0.0,340.1304,5.34,63383.26822,63593.0011,64184.48378,48048.09716,73197.45806,66357.70299
